order	lemma	pos	verdict	fix	why	gloss
322	grupa	NOUN	ok			группа
324	sladak	ADJ	ok			сладкий
327	sistem	NOUN	ok			система
330	seks	NOUN	ok			секс (аналогично русскому слову)
331	hotel	NOUN	ok			отель, гостиница
332	životinja	NOUN	ok			животное
333	sekunda	NOUN	ok			секунда (аналогично русскому слову) [1]; секунда (аналогично русскому слову) [2]
334	hladan	ADJ	ok			холодный
335	bolestan	ADJ	ok			больной
336	lek	NOUN	gloss	брак	в черногорском — супружество, не производственный брак	лека́рство, медикамент
338	brak	NOUN	ok			брак, супружество
340	sunce	NOUN	ok			Солнце
346	sud	NOUN	ok			суд (аналогично русскому слову)
347	advokat	NOUN	ok			адвокат (аналог. русск. адвокат [1]
350	cena	NOUN	ok			цена (аналогично русскому слову)
352	riba	NOUN	ok			рыба
354	ubijati	VERB	ok			убивать
355	menjati	VERB	ok			менять; обменивать; разменивать
357	često	ADV	drop_grammar	често је наречје времена, али је служебно		зачастую
358	poklon	NOUN	ok			дар, подарок
361	gospodar	NOUN	ok			господарь, хозяин
362	plakati	VERB	ok			плакать
364	bol	NOUN	ok			боль
365	nit	NOUN	ok			нить
366	pivo	NOUN	ok			пиво (аналогично русскому слову)
367	glupost	NOUN	ok			бредятина, глупость
369	stizati	VERB	ok			прибывать, приезжать; достигать
372	ostatak	NOUN	ok			остаток; сдача
376	čist	ADJ	ok			чистый
377	francuski	ADJ	ok			французский
379	muzika	NOUN	ok			музыка
380	strah	NOUN	ok			страх (аналог. русск. страх I)
383	usta	NOUN	gloss	уста, уста	толкование дает "рот", а уста — множина од "уста" (архаично)	рот
384	centar	NOUN	ok			центр
385	treći	ADJ	ok			третий
387	čas	NOUN	ok			час (единица измерения времени); урок, лекция
388	padati	VERB	ok			падать
389	general	NOUN	ok			воен. генерал (аналогично русскому слову)
390	banka	NOUN	ok			банк
394	poseban	ADJ	ok			особенный
396	linija	NOUN	ok			линия
403	nebo	NOUN	ok			небо (аналогично русскому слову)
404	kuda	ADV	drop_grammar	куда је упитно наречје, служебно		куда (аналогично русскому слову)
405	ručak	NOUN	ok			обед
407	ženski	ADJ	ok			женский
408	crkva	NOUN	ok			церковь
409	država	NOUN	ok			страна, государство, держава
410	brz	ADJ	ok			быстрый
413	minut	NOUN	ok			минута
417	smešan	ADJ	ok			смешной
424	jezik	NOUN	ok			язык (средство общения)
426	zao	ADJ	ok			злой
427	juče	ADV	drop_grammar	јуче је наречје времена, служебно		вчера
428	običan	ADJ	ok			обычный, обыкновенный
429	novina	NOUN	gloss	новина	толкование "новшество" је погрешно; новина значи "вест" или "новост"	новшество
432	opasnost	NOUN	ok			опасность
433	jaje	NOUN	ok			яйцо
434	papir	NOUN	gloss	папир	толкование "папирус" је погрешно; папир значи "папир"	папирус
436	pacijent	NOUN	ok			мед. пациент
438	klijent	NOUN	ok			заказчик, клиент
439	prodaja	NOUN	ok			продажа
440	vazduh	NOUN	ok			воздух
441	selo	NOUN	ok			село (аналогично русскому слову)
442	razlika	NOUN	ok			различие, разница
443	zadatak	NOUN	ok			задача
446	vino	NOUN	ok			вино (аналогично русскому слову)
448	ostavljati	VERB	ok			оставлять
449	bogat	ADJ	ok			богатый
450	zub	NOUN	ok			анат. зуб
451	gost	NOUN	ok			гость
453	kreten	NOUN	ok			кретин
454	služiti	VERB	ok			служить
456	pokazivati	VERB	ok			показывать, являть
457	primer	NOUN	ok			пример
458	laž	NOUN	ok			ложь
459	poručnik	NOUN	ok			поручик
460	kazna	NOUN	ok			наказание
463	granica	NOUN	ok			граница
464	restoran	NOUN	ok			ресторан
467	motor	NOUN	ok			двигатель; мотор (аналогично русскому слову)
468	zvuk	NOUN	ok			звук [2]
469	sloboda	NOUN	ok			свобода
470	sir	NOUN	ok			гастрон. сыр
473	program	NOUN	ok			программа
475	cilj	NOUN	ok			цель
476	pukovnik	NOUN	ok			полковник
477	kurva	NOUN	ok			вульг., бран. курва (аналогично русскому слову); сука, стерва
478	drvo	NOUN	ok			дерево (растение)
479	nož	NOUN	ok			нож (аналогично русскому слову)
480	park	NOUN	ok			парк
481	nos	NOUN	ok			нос (аналогично русскому слову)
485	sudija	NOUN	ok			судья
486	čaj	NOUN	ok			чай
487	ptica	NOUN	ok			птица (аналогично русск. слову в знач. [1.])
488	mučiti	VERB	ok			истязать, пытать
489	zasluživati	VERB	ok			заслуживать
490	torba	NOUN	ok			сумка
491	sudbina	NOUN	ok			судьба
492	vikend	NOUN	ok			уик-энд
493	more	NOUN	ok			море (аналогично русскому слову)
495	istorija	NOUN	ok			история
497	energija	NOUN	ok			энергия
501	normalan	ADJ	gloss	обычный, нормальный	перпендикулярный — неверное значение	перпендикулярный
504	dozvola	NOUN	ok			разрешение
505	adresa	NOUN	ok			адрес
511	zlato	NOUN	ok			хим. золото
514	kontakt	NOUN	ok			контакт, соприкосновение
518	disati	VERB	ok			дышать
519	misija	NOUN	ok			миссия
520	reka	NOUN	ok			река (аналогично русскому слову)
521	jedinica	NOUN	ok			единица
522	bolest	NOUN	ok			болезнь, заболевание
523	meso	NOUN	ok			мясо
524	rođak	NOUN	gloss	родственник	кузен — слишком узко	кузен
525	umeti	VERB	ok			уметь; перен. знать
528	zabavljati	VERB	ok			забавлять, развлекать
529	kuhinja	NOUN	ok			кухня
530	koža	NOUN	ok			кожа (аналогично русскому слову)
531	ujutru	ADV	ok			утром
532	baza	NOUN	ok			база; основа
533	ostrvo	NOUN	ok			остров
534	apsolutno	ADV	ok			абсолютно, совершенно
536	deliti	VERB	ok			делить
540	otkud	ADV	ok			откуда, откудова
541	koštati	VERB	ok			стоить
542	zelen	ADJ	ok			зелёный
544	ležati	VERB	ok			лежать
545	služba	NOUN	gloss	служба	толкование запутано религиозным смыслом	служба; религ. служба то же, что богослужение; совершение церковного обряда
546	signal	NOUN	ok			сигнал
547	vera	NOUN	ok			вера
548	fotografija	NOUN	ok			фотография
551	dužnost	NOUN	ok			должность; обязанность
552	krug	NOUN	ok			круг (аналогично русскому слову)
553	polje	NOUN	ok			поле
557	plesati	VERB	ok			танцевать, плясать
558	loviti	VERB	ok			ловить
559	kamen	NOUN	ok			камень
561	akcija	NOUN	ok			акция, действие, мероприятие; акция (ценная бумага)
562	ples	NOUN	ok			танец, пляс
564	led	NOUN	ok			лёд
566	anđeo	NOUN	ok			ангел
568	niz	NOUN	gloss	ряд, серия	вниз по — неверное значение	вниз по
570	pušiti	VERB	ok			курить
571	tišina	NOUN	ok			тишина (аналогично русскому слову)
574	grešiti	VERB	ok			грешить
578	pobeda	NOUN	ok			победа
581	kupovati	VERB	ok			покупать
583	rana	NOUN	ok			рана (аналогично русскому слову)
585	kratak	ADJ	ok			краткий, короткий
586	direktor	NOUN	ok			директор
588	govor	NOUN	ok			речь, разговор, говор
591	teorija	NOUN	ok			теория
594	kiša	NOUN	ok			дождь
595	kost	NOUN	ok			кость
596	posetiti	VERB	ok			посетить, навести
598	rasti	VERB	ok			расти
599	automobil	NOUN	ok			автомобиль
600	most	NOUN	ok			мост (аналогично русскому слову) (сооружение для перехода или переезда через препятствие)
602	dokument	NOUN	ok			документ (аналогично русскому слову)
604	udar	NOUN	ok			удар
606	karijera	NOUN	ok			карьера
607	tačka	NOUN	ok			точка (во всех значениях)
608	strašan	ADJ	ok			страшный
609	sedeti	VERB	ok			сидеть
610	suditi	ADV	drop_grammar	судить	помечено как ADV, но это VERB	судить
614	vetar	NOUN	ok			ветер
618	zlatan	ADJ	drop_name	Zlatан	это прилагательное от имени, но в словаре только фамилия	Златан
619	firma	NOUN	ok			экон. фирма (деловая компания)
620	poslušati	VERB	ok			послушать
622	stotina	NOUN	ok			сто, сотня
627	autobus	NOUN	ok			автобус
628	raj	NOUN	ok			рай
630	svinja	NOUN	ok			зоол. свинья
632	desni	ADJ	ok			правый
633	vek	NOUN	ok			век (аналогично русскому слову)
635	tona	NOUN	ok			тонна
636	prodavati	VERB	ok			продавать
638	plaža	NOUN	ok			пляж
640	vozač	NOUN	ok			водитель
642	drug	NOUN	gloss	друг	толкование неполное, основное значение — друг	компаньон, одноклассник
644	petak	NOUN	ok			пятница — пятый день недели
647	princeza	NOUN	ok			принцесса
648	gubitak	NOUN	ok			убыток; ущерб
649	krov	NOUN	gloss	крыша	кров — архаичное, крыша — основное значение	кров (аналогично русскому слову); крыша
652	vrat	NOUN	ok			анат. шея
655	čaša	NOUN	ok			стакан; чаша, кубок
656	bacati	VERB	ok			бросать
660	gas	NOUN	ok			хим. газ
662	mleko	NOUN	ok			молоко
664	ubojstvo	NOUN	ok			убийство
665	muka	NOUN	gloss	мука (страдание)	толкование путает два значения; в контексте обычно страдание	мука [1], страдание
666	kompjuter	NOUN	ok			компьютер
669	mrak	NOUN	ok			мрак, тьма
672	magija	NOUN	ok			магия
674	mač	NOUN	ok			меч
676	kolega	NOUN	ok			коллега
677	struja	NOUN	gloss	ток	струя — неточно, в электричестве ток	струя
678	luk	NOUN	gloss	лук (оружие)	толкование неполное, основное — лук как оружие	лук [I]
681	los	NOUN	gloss	лось	в черногорском лос — олень, не лось	лось
683	mladić	NOUN	ok			юноша, парень
690	jezero	NOUN	ok			озеро
691	demon	NOUN	ok			религ., мифол. (также перен.) демон (аналогично русскому демон I)
692	učitelj	NOUN	ok			учитель
694	zaslužiti	VERB	ok			заслужить
697	trava	NOUN	ok			трава
703	zdrav	ADJ	ok			здоровый
705	kćerka	NOUN	ok			дочь
707	major	NOUN	drop_name	майор	это воинское звание, но в списке помечено как имя собственное в Викисловаре	воен. майор
708	dosije	NOUN	ok			досье
709	prodavnica	NOUN	ok			магазин
710	stomak	NOUN	ok			живот, желудок
713	rak	NOUN	ok			зоол. рак (аналогично русскому слову) I
715	subota	NOUN	ok			суббота — шестой день недели
717	cigareta	NOUN	ok			сигарета
718	laboratorija	NOUN	ok			лаборатория
719	epizoda	NOUN	ok			случай, эпизод
720	kolač	NOUN	gloss	рак (животное)	толкование правильное, но неполное — есть и болезнь	калач
722	noću	ADV	ok			ночью
724	mart	NOUN	ok			март (аналогично русскому слову)
727	ustajati	VERB	ok			вставать
728	kilometar	NOUN	ok			километр
731	internet	NOUN	ok			интернет
732	igrač	NOUN	gloss	игрок	танцор — редкое значение, основное игрок	игрок; танцор, плясун
735	delo	NOUN	ok			дело (аналогично русскому слову)
736	aerodrom	NOUN	ok			аэродром, аэропорт
737	uslov	NOUN	ok			условие
743	odavno	ADV	ok			давно
744	pantalone	NOUN	ok			штаны
748	model	NOUN	ok			модель
749	rešenje	NOUN	ok			решение
751	razred	NOUN	gloss	класс	категория — неточно, разред — класс в школе	категория
752	vlast	NOUN	ok			власть
753	lekar	NOUN	ok			врач, лекарь
755	levi	ADJ	ok			левый
760	bitka	NOUN	ok			битва, бой, сражение
761	bob	NOUN	drop_rare	бобслей	узкоспециальный спортивный термин	зимний вид спорта, скоростной спуск на санках специальной аэродинамической конструкции
762	plata	NOUN	ok			плата
763	maska	NOUN	ok			маска (аналог. русск. слову в разн. знач.)
764	požar	NOUN	ok			пожар [1] (аналог русск. слову)
767	starac	NOUN	ok			старик, старец
769	pica	NOUN	ok			пицца
770	politika	NOUN	ok			политика (аналогично русскому слову)
773	vampir	NOUN	ok			вампир
774	vežbati	VERB	gloss	тренироваться	муштровать — архаичное, вежбати — тренироваться	муштровать
776	pauza	NOUN	ok			пауза
782	preneti	VERB	ok			передать; перенести
783	student	NOUN	ok			студент
785	spaliti	VERB	ok			спалить
787	kombi	NOUN	drop_rare	комби	узкоспециальный термин, микроавтобус	комби
788	luka	NOUN	drop_name	Лука	имя собственное, нарицательного значения нет	Лука
790	topao	ADJ	ok			тёплый
791	marka	NOUN	ok			марка (аналог. русск. марка I.1)
794	seksualan	ADJ	ok			сексуальный
795	četvrti	ADJ	ok			четвёртый
798	ruski	ADJ	ok			русский
800	lokacija	NOUN	ok			локация, местоположение, местонахождение
803	slep	ADJ	ok			слепой
805	temperatura	NOUN	ok			температура
806	morski	ADJ	ok			морской
808	sekund	NOUN	ok			секунда
810	budući	ADJ	ok			будущий
814	zmaj	NOUN	gloss	дракон; воздушный змей	толкование перечисляет значения, но первое неполное	дракон, змей; воздушный змей
815	sok	NOUN	ok			биол. сок (биологическая жидкость); сок (напиток, пищевой продукт)
820	bas	NOUN	drop_transparent	бас	русский поймёт без обучения	бас (аналогично русскому слову)
821	sever	NOUN	drop_transparent	север	русский поймёт без обучения	север (аналогично русскому слову)
823	kanal	NOUN	drop_transparent	канал	русский поймёт без обучения	канал (аналогично русскому слову)
824	kostim	NOUN	drop_transparent	костюм	русский поймёт без обучения	костюм
825	alkohol	NOUN	drop_transparent	алкоголь	русский поймёт без обучения	алкоголь
828	tehnologija	NOUN	drop_transparent	технология	русский поймёт без обучения	технология
829	sposobnost	NOUN	drop_transparent	способность	русский поймёт без обучения	способность, возможность
830	šećer	NOUN	drop_transparent	сахар	русский поймёт без обучения	сахар
832	nauka	NOUN	drop_transparent	наука	русский поймёт без обучения	наука (аналогично русскому слову)
833	gradonačelnik	NOUN	ok			бургомистр, градоначальник, мэр
834	torta	NOUN	drop_transparent	торт	русский поймёт без обучения	торт
837	telefonski	ADJ	drop_transparent	телефонный	русский поймёт без обучения	телефонный
839	rob	NOUN	ok			раб
843	nasilje	NOUN	ok			насилие
845	ponedeljak	NOUN	ok			понедельник — первый день недели
846	oblast	NOUN	drop_transparent	область	русский поймёт без обучения	область
850	majica	NOUN	ok			майка, футболка
853	greh	NOUN	drop_transparent	грех	русский поймёт без обучения	религ. грех (аналогично русскому слову) [1]
857	dolazak	NOUN	ok			прибытие
859	medved	NOUN	drop_transparent	медведь	русский поймёт без обучения	зоол. медведь
864	sendvič	NOUN	drop_transparent	сэндвич	русский поймёт без обучения	сэндвич, бутерброд
869	virus	NOUN	drop_transparent	вирус	русский поймёт без обучения	биол. вирус (аналогично русскому слову)
871	stranica	NOUN	drop_transparent	страница	русский поймёт без обучения	страница (аналогично русскому слову)
875	otrov	NOUN	drop_transparent	яд	русский поймёт без обучения	яд, отрава
876	krava	NOUN	drop_transparent	корова	русский поймёт без обучения	корова
877	šou	NOUN	drop_transparent	шоу	русский поймёт без обучения	шоу
878	opasan	ADJ	drop_transparent	опасный	русский поймёт без обучения	опасный
880	sneg	NOUN	drop_transparent	снег	русский поймёт без обучения	метеорол. снег [1]
881	upravljati	VERB	ok			управлять; направлять
882	serija	NOUN	drop_transparent	сериал	русский поймёт без обучения	сериал, телесериал
887	bogatstvo	NOUN	drop_transparent	богатство	русский поймёт без обучения	богатство
888	igračka	NOUN	drop_transparent	игрушка	русский поймёт без обучения	игрушка
889	zapad	NOUN	drop_transparent	запад	русский поймёт без обучения	запад
890	učenik	NOUN	drop_transparent	ученик	русский поймёт без обучения	ученик, школьник
891	kopija	NOUN	drop_transparent	копия	русский поймёт без обучения	копия
892	tama	NOUN	drop_transparent	тьма	русский поймёт без обучения	тьма
894	terapija	NOUN	drop_transparent	терапия	русский поймёт без обучения	мед. терапия
898	samoubistvo	NOUN	drop_transparent	самоубийство	русский поймёт без обучения	самоубийство, суицид
899	pisac	NOUN	drop_transparent	писатель	русский поймёт без обучения	писатель
903	proces	NOUN	drop_transparent	процесс	русский поймёт без обучения	процесс
904	fabrika	NOUN	drop_transparent	фабрика	русский поймёт без обучения	фабрика (аналогично русскому слову)
905	okean	NOUN	drop_transparent	океан	русский поймёт без обучения	океан (аналогично русскому слову)
910	tunel	NOUN	drop_transparent	тоннель	русский поймёт без обучения	тоннель
914	razni	ADJ	drop_transparent	разный	русский поймёт без обучения	разный
916	jug	NOUN	drop_transparent	юг	русский поймёт без обучения	юг
917	jakna	NOUN	drop_transparent	куртка	русский поймёт без обучения	куртка
921	interesovati	VERB	ok			интересовать, занимать
925	nizak	ADJ	ok			низкий
927	domaći	ADJ	gloss	домашний	толкование неточно: domaći — домашний, не домовой	домовой
931	pustinja	NOUN	drop_transparent	пустыня	русский поймёт без обучения	пустыня
932	oblak	NOUN	drop_transparent	облако	русский поймёт без обучения	облако
933	zima	NOUN	drop_transparent	зима	русский поймёт без обучения	зима (аналогично русскому слову)
934	miš	NOUN	ok			мышь
937	krađa	NOUN	ok			кража
938	garaža	NOUN	drop_transparent	гараж	русский поймёт без обучения	гараж
943	građanin	NOUN	drop_transparent	гражданин	русский поймёт без обучения	гражданин
944	reklama	NOUN	drop_transparent	реклама	русский поймёт без обучения	реклама (аналогично русскому слову)
946	zapadni	ADJ	drop_transparent	западный	русский поймёт без обучения	западный
949	zvučati	VERB	ok			звучать
950	leto	NOUN	drop_transparent	лето	русский поймёт без обучения	лето (аналогично русскому слову)
952	dim	NOUN	drop_transparent	дым	русский поймёт без обучения	дым
955	haos	NOUN	drop_transparent	хаос	русский поймёт без обучения	хаос
956	istok	NOUN	drop_transparent	восток	русский поймёт без обучения	восток
958	projekt	NOUN	drop_transparent	проект	русский поймёт без обучения	проект
959	lav	NOUN	ok			зоол. лев (Panthera leo)
960	eksperiment	NOUN	drop_transparent	эксперимент	русский поймёт без обучения	эксперимент
961	hleb	NOUN	ok			хлеб (аналогично русскому слову)
962	helikopter	NOUN	drop_transparent	вертолёт	русский поймёт без обучения	вертолёт, геликоптер
963	obećanje	NOUN	drop_transparent	обещание	русский поймёт без обучения	обещание
964	legenda	NOUN	drop_transparent	легенда	русский поймёт без обучения	легенда (аналогично русскому слову)
965	talenat	NOUN	drop_transparent	талант	русский поймёт без обучения	талант
968	faza	NOUN	drop_transparent	фаза	русский поймёт без обучения	фаза
970	organizacija	NOUN	drop_transparent	организация	русский поймёт без обучения	организация
971	list	NOUN	ok			ботан. лист (дерева); лист (бумаги, железа и т. п.)
972	reakcija	NOUN	drop_transparent		тот же корень и значение, что в русском	реакция
975	ponoć	NOUN	drop_transparent		тот же корень и значение, что в русском	полночь
976	učestvovati	VERB	drop_transparent		тот же корень и значение, что в русском	участвовать
977	izgovor	NOUN	ok			выговор, произношение; отговорка, предлог
978	car	NOUN	drop_transparent		тот же корень и значение, что в русском	царь
980	sluga	NOUN	drop_transparent		тот же корень и значение, что в русском	слуга (аналогично русскому слову)
982	grlo	NOUN	drop_transparent		тот же корень и значение, что в русском	анат. горло
983	terorist	NOUN	drop_transparent		тот же корень и значение, что в русском	террорист
984	liti	VERB	drop_transparent		тот же корень и значение, что в русском	лить
986	trening	NOUN	drop_transparent		тот же корень и значение, что в русском	тренировка
987	molitva	NOUN	drop_transparent		тот же корень и значение, что в русском	молитва (аналогично русскому слову)
988	aktivnost	NOUN	drop_transparent		тот же корень и значение, что в русском	активность
989	utorak	NOUN	ok			вторник
990	datum	NOUN	drop_transparent		тот же корень и значение, что в русском	дата
992	koncert	NOUN	drop_transparent		тот же корень и значение, что в русском	концерт аналог. русск. слову)
994	slučajnost	NOUN	drop_transparent		тот же корень и значение, что в русском	случайность
995	brada	NOUN	drop_transparent		тот же корень и значение, что в русском	борода
997	toplo	ADV	ok			тепло; жарко, горячо
998	roman	NOUN	drop_transparent		тот же корень и значение, что в русском	филол. роман (литературное произведение)
999	partija	NOUN	drop_transparent		тот же корень и значение, что в русском	партия
1000	komanda	NOUN	drop_transparent		тот же корень и значение, что в русском	команда; командование
1003	tisuća	NOUN	drop_transparent		тот же корень и значение, что в русском	тысяча
1005	pesak	NOUN	drop_transparent		тот же корень и значение, что в русском	песок
1007	period	NOUN	drop_transparent		тот же корень и значение, что в русском	период
1009	podne	NOUN	drop_transparent		тот же корень и значение, что в русском	полдень
1011	ulje	NOUN	drop_transparent		тот же корень и значение, что в русском	масло (жидкое растительное или минеральное)
1015	jabuka	NOUN	drop_transparent		тот же корень и значение, что в русском	яблоко
1016	strast	NOUN	drop_transparent		тот же корень и значение, что в русском	страсть
1017	analiza	NOUN	drop_transparent		тот же корень и значение, что в русском	анализ
1018	kapa	NOUN	drop_name		название греческой буквы, имя собственное	каппа (название десятой буквы греческого алфавита)
1019	intervju	NOUN	drop_transparent		тот же корень и значение, что в русском	интервью
1020	lift	NOUN	drop_transparent		тот же корень и значение, что в русском	лифт
1022	postupak	NOUN	ok			процедура; действие, поступок
1025	otvoren	ADJ	ok			откровенный
1026	čokolada	NOUN	drop_transparent		тот же корень и значение, что в русском	шоколад
1031	muzej	NOUN	drop_transparent		тот же корень и значение, что в русском	музей
1032	besplatan	ADJ	drop_transparent		тот же корень и значение, что в русском	бесплатный
1033	staklo	NOUN	drop_transparent		тот же корень и значение, что в русском	стекло
1034	dolina	NOUN	drop_transparent		тот же корень и значение, что в русском	долина
1038	motiv	NOUN	drop_transparent		тот же корень и значение, что в русском	мотив
1039	rosa	NOUN	drop_transparent		тот же корень и значение, что в русском	роса (аналог. русск. роса [1]
1040	verzija	NOUN	drop_transparent		тот же корень и значение, что в русском	версия
1041	kriza	NOUN	drop_transparent		тот же корень и значение, что в русском	кризис
1043	sreda	NOUN	ok			среда (день недели); середина
1046	pristojan	ADJ	ok			добропорядочный, пристойный
1047	katastrofa	NOUN	drop_transparent		тот же корень и значение, что в русском	катастрофа
1049	biblija	NOUN	drop_transparent		тот же корень и значение, что в русском	библия
1051	novost	NOUN	drop_transparent		тот же корень и значение, что в русском	новость
1054	uspevati	VERB	ok			успевать (делать вовремя)
1058	armija	NOUN	drop_transparent		тот же корень и значение, что в русском	армия
1059	robot	NOUN	drop_transparent		тот же корень и значение, что в русском	робот (аналогично русскому слову)
1060	kopati	VERB	ok			копать
1061	ruža	NOUN	drop_transparent		тот же корень и значение, что в русском	ботан. роза
1062	maj	NOUN	drop_transparent		тот же корень и значение, что в русском	май
1063	rima	NOUN	drop_transparent		тот же корень и значение, что в русском	филол. рифма
1064	praznik	NOUN	drop_transparent		тот же корень и значение, что в русском	праздник
1070	kit	NOUN	drop_transparent		тот же корень и значение, что в русском	зоол. кит (аналогично русскому слову)
1071	aparat	NOUN	drop_transparent		тот же корень и значение, что в русском	аппарат
1072	šok	NOUN	drop_transparent		тот же корень и значение, что в русском	мед. шок
1074	mudo	NOUN	ok			мудо (аналогично русскому слову) (с разницей в ударном слоге); мошонка
1076	raketa	NOUN	drop_transparent		тот же корень и значение, что в русском	ракета (аналогично русскому слову)
1078	sport	NOUN	drop_transparent		тот же корень и значение, что в русском	спорт
1082	porez	NOUN	drop_transparent		тот же корень и значение, что в русском	налог
1084	univerzitet	NOUN	drop_transparent		тот же корень и значение, что в русском	университет
1085	biblioteka	NOUN	drop_transparent		тот же корень и значение, что в русском	библиотека
1086	kultura	NOUN	drop_transparent		тот же корень и значение, что в русском	культура
1088	prisustvo	NOUN	drop_transparent		тот же корень и значение, что в русском	присутствие
1090	glupan	NOUN	ok			глупец, дурак
1091	potpis	NOUN	drop_transparent		тот же корень и значение, что в русском	подпись
1093	hram	NOUN	drop_transparent		тот же корень и значение, что в русском	религ. (также перен.) храм (аналогично русскому слову)
1094	trupa	NOUN	drop_transparent		тот же корень и значение, что в русском	труппа
1095	četvrtak	NOUN	ok			четверг — четвёртый день недели
1098	retko	ADV	ok			редко
1100	napadati	VERB	ok			атаковать, нападать
1101	momenat	NOUN	drop_transparent		тот же корень и значение, что в русском	момент
1102	rep	NOUN	gloss	рэп или хвост	толкование неполное, два разных значения слова	рэп, хвост
1104	šampion	NOUN	drop_transparent		тот же корень и значение, что в русском	чемпион
1106	komandant	NOUN	drop_transparent		тот же корень и значение, что в русском	командир; комендант
1108	psihijatar	NOUN	drop_transparent		тот же корень и значение, что в русском	психиатр
1113	teritorija	NOUN	drop_transparent		тот же корень и значение, что в русском	территория
1115	razvesti	VERB	ok			развести (доставить в разные стороны); развести (расторгнуть брак)
1120	ukazivati	VERB	gloss	показывать, указывать	порядок слов в толковании неудачен	указывать, показывать; оказывать
1121	odreći	VERB	ok			отречься, отказаться (от своих слов, веры, престола); отвергнуть, отклонить (предложение, помощь)
1123	ličnost	NOUN	ok			личность
1124	ministarstvo	NOUN	ok			министерство
1129	sitan	ADJ	ok			маленький, малый
1130	igla	NOUN	ok			игла, иголка
1131	rođenje	NOUN	ok			рождение
1135	revolucija	NOUN	ok			революция
1136	povest	NOUN	ok			повесть
1137	nacija	NOUN	ok			национальность, нация
1142	tradicija	NOUN	ok			традиция
1143	rudnik	NOUN	ok			рудник, копь
1144	fudbal	NOUN	ok			спорт. футбол
1146	avantura	NOUN	ok			авантюра
1148	francuz	NOUN	drop_name	Францу́з — национальность, но в словаре может быть только как фамилия	нужна проверка контекста	француз
1150	emocija	NOUN	ok			эмоция
1152	tekst	NOUN	ok			текст [1]
1159	ograda	NOUN	ok			забор, ограда
1160	tigar	NOUN	ok			зоол. тигр
1162	supa	NOUN	ok			суп
1163	sused	NOUN	ok			сосед
1164	ivan	NOUN	drop_name	Иван	имя собственное	Иван
1166	mišić	NOUN	ok			анат. мускул; мышца
1169	smeh	NOUN	ok			смех
1170	klinika	NOUN	ok			мед. клиника
1175	penis	NOUN	ok			анат. пенис (аналогично русскому слову)
1176	konferencija	NOUN	ok			конференция
1180	frižider	NOUN	ok			холодильник
1184	kandidat	NOUN	ok			кандидат
1185	organ	NOUN	ok			орган (аналог. русск. о́рган)
1187	atmosfera	NOUN	ok			астрон. атмосфера
1188	običaj	NOUN	ok			обычай
1191	bejzbol	NOUN	ok			бейсбол
1192	blizanac	NOUN	ok			близнец
1194	med	NOUN	ok			мёд
1195	profesionalac	NOUN	ok			профессионал
1198	flota	NOUN	ok			флот
1204	radio	NOUN	ok			радио, радиостанция
1207	gen	NOUN	ok			ген
1208	dubina	NOUN	ok			глубина
1211	trgovac	NOUN	ok			торговец
1212	tragedija	NOUN	ok			трагедия
1213	afera	NOUN	ok			афера
1214	medicina	NOUN	ok			медицина
1215	predak	NOUN	ok			предок
1218	panika	NOUN	ok			паника
1219	ovca	NOUN	ok			овца (аналогично русскому слову)
1220	matematika	NOUN	ok			математика (аналогично русскому слову)
1222	reputacija	NOUN	ok			репутация
1223	salo	NOUN	ok			сало (аналогично русскому слову)
1225	crv	NOUN	ok			зоол. червь, червяк
1226	grub	ADJ	ok			грубый
1227	upisati	VERB	ok			регистрировать
1228	odnositi	VERB	ok			относить, уносить (что-л. куда-л.); уносить, сносить (о ветре, воде)
1229	zombi	NOUN	ok			зомби (аналогично русскому слову)
1230	pleme	NOUN	ok			племя
1232	princip	NOUN	ok			принцип (аналогично русскому слову)
1233	kokain	NOUN	ok			биохим. кокаин
1234	sveća	NOUN	ok			свеча (осветительное приспособление)
1235	album	NOUN	ok			альбом
1236	nevidljiv	ADJ	ok			невидимый; незримый
1239	čelo	NOUN	ok			анат. лоб, чело
1240	penzija	NOUN	ok			пенсия
1241	slon	NOUN	ok			слон (аналог. русск. слон [1])
1246	džungla	NOUN	ok			джунгли
1252	ton	NOUN	ok			тон
1255	doza	NOUN	ok			доза
1257	simptom	NOUN	ok			мед. симптом
1259	protivnik	NOUN	ok			противник
1260	tajno	ADV	ok			тайно, тайком, скрытно, секретно
1261	alfa	NOUN	ok			альфа
1262	voće	NOUN	gloss	фрукты, плоды	voće — множественное число, толкование неполно	плод
1264	alibi	NOUN	ok			юр. алиби (аналогично русскому слову)
1267	prijava	NOUN	gloss	заявление, регистрация	prijava шире, чем просто декларация	декларация
1269	grof	NOUN	ok			истор. граф (дворянский титул)
1270	sos	NOUN	ok			соус
1271	bik	NOUN	ok			бык
1273	učenje	NOUN	ok			учение
1274	april	NOUN	ok			апрель
1275	mokar	ADJ	ok			мокрый
1276	zvezdan	ADJ	ok			звёздный
1277	pepeo	NOUN	ok			пепел, зола
1278	gotovina	NOUN	gloss	готовина (готівка)	толкования нет	?
1279	pozitivan	ADJ	ok			позитивный
1280	civilizacija	NOUN	ok			цивилизация
1281	kruna	NOUN	ok			корона, венец; крона (денежная единица)
1282	moda	NOUN	ok			мода [1]
1283	religija	NOUN	ok			религия; вероисповедание
1284	oštar	ADJ	ok			острый
