order	lemma	pos	freq	forms	sentences	gloss	doubt
1030	oduzimanje	NOUN	363	15	0	матем. вычитание	
1031	mekušac	NOUN	360	14	0	зоол. моллюск	
1032	opatica	NOUN	360	14	0	церк. аббатиса; настоятельница	
1033	grm	NOUN	355	16	0	куст	
1034	krafna	NOUN	354	16	0	пончик, пышка, пампушка	
1035	nadbiskup	NOUN	353	15	0	архиепископ	
1036	retorički	ADJ	352	62	0	риторический	
1037	kukavičluk	NOUN	351	15	0	трусость, трусливость, малодушие	
1038	adut	NOUN	344	15	0	козырь	
1039	veleposlanik	NOUN	343	15	0	посол	
1040	primena	NOUN	343	30	0	применение, использование	
1041	rekreacija	NOUN	340	15	0	отдых	
1042	bife	NOUN	340	15	0	буфет	
1043	pepeljara	NOUN	336	15	0	пепельница	
1044	ljubičica	NOUN	336	15	0	ботан. фиалка	
1045	pilence	NOUN	334	17	0	цыплёнок	
1046	arogantno	ADV	329	3	0	высокомерно, заносчиво, надменно	
1047	mašna	NOUN	328	16	0	бант	
1048	šapat	NOUN	327	29	1	шёпот	
1049	posvećivati	VERB	326	102	0	посвящать	
1050	šara	NOUN	325	15	0	рисунок; узор, украшение, орнамент	
1051	hemičar	NOUN	323	17	0	химик	
1052	nezaposlenost	NOUN	323	15	0	безработица	
1053	preduzetnik	NOUN	323	15	0	предприниматель	
1054	moljac	NOUN	322	14	0	моль	
1055	šija	NOUN	320	15	0	анат. шея	
1056	odjek	NOUN	319	15	0	эхо	
1057	jazavac	NOUN	317	14	0	барсук	
1058	pegla	NOUN	317	16	0	утюг	
1059	poljoprivreda	NOUN	315	15	0	сельское хозяйство	
1060	halucinirati	VERB	314	109	0	галлюцинировать	
1061	napomenuti	VERB	313	102	0	указать; напомнить	
1062	pega	NOUN	311	30	0	веснушка	
1063	tvrdoglavost	NOUN	309	15	0	упрямство, упёртость	
1064	sirće	NOUN	307	22	0	уксус	
1065	raspeće	NOUN	307	15	0	распятие	
1066	izjednačiti	ADJ	307	102	0	приравнять, сравнить	
1067	trska	NOUN	304	16	0	ботан. тростник (Phragmites)	
1068	preobražaj	NOUN	304	15	0	превращение, преображение (часто внешнее, в лучшую сторону); перемена, изменение (к лучшему)	
1069	presađivanje	NOUN	302	15	0	пересадка (посадка на другое место)	
1070	promaja	NOUN	300	15	0	сквозняк	
1071	kreda	NOUN	299	15	1	мел (минерал)	
1072	paralelan	ADJ	298	191	0	геометр. параллельный	
1073	kavana	NOUN	296	15	0	кафе, кофейня	
1074	slikarstvo	NOUN	295	15	0	искусств. живопись	
1075	njušiti	VERB	295	102	0	нюхать, обонять; вынюхивать, разнюхивать	
1076	vinograd	NOUN	293	15	1	виноградник	
1077	hobotnica	NOUN	293	14	0	осьминог	
1078	čova	NOUN	291	14	0	чаша, кубок	
1079	krunisanje	NOUN	291	15	0	коронация, коронование	
1080	dijagram	NOUN	290	15	0	диаграмма	
1081	ronilac	NOUN	288	14	0	аквалангист	
1082	bakalar	NOUN	288	15	0	зоол. треска (Gadus morhua L.)	
1083	glazben	ADJ	288	132	0	музыкальный	
1084	sakupljač	NOUN	286	16	0	собиратель, коллекционер; накопитель	
1085	jednook	ADJ	285	191	0	одноглазый	
1086	pevac	NOUN	285	56	0	певец	
1087	postanak	NOUN	283	15	0	возникновение	
1088	šezdeseti	ADJ	283	63	0	шестидесятый	
1089	komentarisati	VERB	282	102	0	комментировать	
1090	obraćanje	NOUN	281	15	0	обращение	
1091	istaći	VERB	280	96	1	подчеркнуть, выделить; выдвинуть, выставить	
1092	desnica	NOUN	280	15	0	От ст.-слав. "десн"- "правый"	drop_transparent: от ст.-слав. "десн" - "правый", но это нарицательное слово, не просто этимология
1093	paun	NOUN	278	15	0	павлин	
1094	dopisnik	NOUN	277	15	0	корреспондент, репортёр	
1095	oduševljenje	NOUN	276	15	0	воодушевление	
1096	leća	NOUN	276	15	1	ботан. чечевица (Lens)	
1097	mačevalac	NOUN	276	14	0	фехтовальщик	
1098	odbojka	NOUN	276	16	0	спорт. волейбол	
1099	katran	NOUN	275	15	0	хим. гудрон	
1100	izvod	NOUN	275	15	0	матем. производная (функции)	
1101	uspavanka	NOUN	273	16	0	колыбельная песня	
1102	zahvalnica	NOUN	272	15	0	благодарность	
1103	štampač	NOUN	271	15	1	принтер	
1104	apsorbovati	VERB	270	109	0	поглощать, абсорбировать	
1105	pedeseti	ADJ	270	126	0	пятидесятый	
1106	ljudina	NOUN	269	15	0	большой человек, великан	
1107	badava	ADV	269	1	0	бесплатно	
1108	amonijak	NOUN	268	7	0	аммиак	
1109	pekmez	NOUN	267	16	0	мармелад	
1110	vrtlar	NOUN	267	17	0	садовник	
1111	odvijač	NOUN	266	15	0	техн. отвёртка	
1112	balistički	ADJ	264	62	0	баллистический	
1113	neograničen	ADJ	263	73	0	неограниченный; безграничный	
1114	mermer	NOUN	263	15	0	геол. мрамор	
1115	zabranjen	ADJ	262	191	2	запрещённый	
1116	ćup	NOUN	260	16	0	кувшин, горшок	
1117	postojeći	ADJ	260	60	0	существующий	
1118	milovati	VERB	260	102	0	ласкать	
1119	osovina	NOUN	259	15	0	ось	
1120	transformisati	VERB	259	109	0	трансформировать, преобразовывать, превращать; (~ се) трансформироваться, преобразовываться, превращаться	
1121	sneško	NOUN	259	30	0	снежный человек	
1122	novinski	ADJ	259	184	0	относящийся к прессе или новостям	
1123	apsurdan	ADJ	259	191	0	абсурдный	
1124	dušnik	NOUN	259	15	0	гортань	
1125	otpuštati	VERB	258	102	0	увольнять	
1126	automobilski	ADJ	257	184	0	автомобильный	
1127	antraks	NOUN	257	7	0	мед. сибирская язва	
1128	površinski	ADJ	255	62	0	поверхностный	
1129	paganin	NOUN	255	15	0	религ. язычник	
1130	dizalo	NOUN	255	15	0	лифт	
1131	pešačenje	NOUN	254	30	0	ходьба	
1132	limen	ADJ	253	191	0	оловянный	
1133	bezalkoholan	ADJ	252	191	1	безалкогольный	
1134	žlica	NOUN	251	15	0	ложка	
1135	celer	NOUN	251	15	0	ботан. сельдерей (Apium)	
1136	šahovski	ADJ	250	184	0	шахматный	
1137	raskršće	NOUN	249	15	0	перекрёсток	
1138	porcelan	NOUN	248	15	1	фарфор	
1139	nesanica	NOUN	248	14	0	бессонница	
1140	alhemičar	NOUN	247	17	0	алхимик	
1141	mađarski	ADJ	247	184	1	венгерский	
1142	pajser	NOUN	244	15	0	монтировка	
1143	bodlja	NOUN	243	16	0	шип; жало	
1144	jugozapad	NOUN	243	7	0	юго-запад	
1145	angažman	NOUN	242	15	0	ангажемент	
1146	asocijacija	NOUN	241	15	0	ассоциация	
1147	prefinjen	ADJ	239	264	0	изящный	
1148	nestašica	NOUN	238	15	0	недостаток, нехватка, отсутствие	
1149	jeka	NOUN	238	15	0	эхо	
1150	žvakati	VERB	237	102	0	жевать	
1151	biciklist	NOUN	237	15	0	велосипедист	
1152	ambis	NOUN	237	15	0	бездна	
